,number,value,datetime_start,datetime_complete,duration,params_agg_modes,params_allow_zero_in_degree,params_alphas,params_atom_featurizer,params_attn_drops,params_batch_size,params_bond_featurizer,params_dropout,params_edge_hidden_feats,params_feat_drops,params_graph_feat_size,params_hidden_feats,params_learning_rate,params_model_name,params_node_out_feats,params_num_heads,params_num_layers,params_optimizer,params_predictor_dropout,params_predictor_out_feats,params_residuals,params_rt_scaler,params_self_loop,params_share_weights,params_total_epochs,state
424,424,,2023-06-23 14:24:56.202239,2023-06-23 14:25:25.861492,0 days 00:00:29.659253,,,,attentive_featurizer,,391.0,attentive_featurizer,,178.0,,,,0.0022538987930029075,MPNN,140.0,,,AdamW,,,,robust,False,,163.0,FAIL
425,425,,2023-06-23 14:25:37.443799,2023-06-23 14:26:07.097264,0 days 00:00:29.653465,,,,attentive_featurizer,,388.0,attentive_featurizer,,180.0,,,,0.0024456001386584892,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
426,426,,2023-06-23 14:26:18.764637,2023-06-23 14:26:48.064854,0 days 00:00:29.300217,,,,attentive_featurizer,,379.0,attentive_featurizer,,181.0,,,,0.002151669036260894,MPNN,130.0,,,AdamW,,,,robust,False,,153.0,FAIL
427,427,,2023-06-23 14:26:59.295093,2023-06-23 14:27:28.910387,0 days 00:00:29.615294,,,,attentive_featurizer,,374.0,attentive_featurizer,,174.0,,,,0.0020903826433568617,MPNN,135.0,,,AdamW,,,,robust,False,,162.0,FAIL
428,428,,2023-06-23 14:27:38.338010,2023-06-23 14:28:08.324844,0 days 00:00:29.986834,,,,attentive_featurizer,,379.0,attentive_featurizer,,181.0,,,,0.002015860319151472,MPNN,131.0,,,AdamW,,,,robust,False,,160.0,FAIL
429,429,,2023-06-23 14:28:19.949336,2023-06-23 14:28:49.653372,0 days 00:00:29.704036,,,,attentive_featurizer,,379.0,attentive_featurizer,,180.0,,,,0.002161125518391292,MPNN,133.0,,,AdamW,,,,robust,False,,160.0,FAIL
430,430,,2023-06-23 14:29:01.293339,2023-06-23 14:29:30.820429,0 days 00:00:29.527090,,,,attentive_featurizer,,379.0,attentive_featurizer,,202.0,,,,0.002225119605813705,MPNN,134.0,,,AdamW,,,,robust,False,,160.0,FAIL
431,431,,2023-06-23 14:29:42.077837,2023-06-23 14:30:11.712913,0 days 00:00:29.635076,,,,attentive_featurizer,,390.0,attentive_featurizer,,177.0,,,,0.0027307491899079815,MPNN,124.0,,,AdamW,,,,robust,False,,156.0,FAIL
432,432,,2023-06-23 14:30:23.288487,2023-06-23 14:30:52.984081,0 days 00:00:29.695594,,,,attentive_featurizer,,384.0,attentive_featurizer,,183.0,,,,0.0021808859295925687,MPNN,134.0,,,AdamW,,,,robust,False,,157.0,FAIL
433,433,,2023-06-23 14:31:04.195453,2023-06-23 14:31:33.790269,0 days 00:00:29.594816,,,,attentive_featurizer,,381.0,attentive_featurizer,,196.0,,,,0.0019218399217189673,MPNN,135.0,,,AdamW,,,,robust,False,,165.0,FAIL
434,434,,2023-06-23 14:31:45.414587,2023-06-23 14:32:15.058747,0 days 00:00:29.644160,,,,attentive_featurizer,,378.0,attentive_featurizer,,180.0,,,,0.0023513295764235587,MPNN,127.0,,,AdamW,,,,robust,False,,157.0,FAIL
435,435,,2023-06-23 14:32:26.256479,2023-06-23 14:32:55.850604,0 days 00:00:29.594125,,,,attentive_featurizer,,375.0,attentive_featurizer,,187.0,,,,0.0028973343912626886,MPNN,137.0,,,AdamW,,,,robust,False,,155.0,FAIL
436,436,,2023-06-23 14:33:07.083482,2023-06-23 14:33:36.628120,0 days 00:00:29.544638,,,,attentive_featurizer,,378.0,attentive_featurizer,,188.0,,,,0.0019226580752186861,MPNN,144.0,,,AdamW,,,,robust,False,,157.0,FAIL
437,437,,2023-06-23 14:33:48.242271,2023-06-23 14:34:17.486982,0 days 00:00:29.244711,,,,attentive_featurizer,,378.0,attentive_featurizer,,189.0,,,,0.0027024759714710843,MPNN,139.0,,,AdamW,,,,robust,False,,156.0,FAIL
438,438,,2023-06-23 14:34:28.670143,2023-06-23 14:34:58.194811,0 days 00:00:29.524668,,,,attentive_featurizer,,369.0,attentive_featurizer,,179.0,,,,0.0022234344930084993,MPNN,134.0,,,AdamW,,,,robust,False,,159.0,FAIL
439,439,,2023-06-23 14:35:09.812851,2023-06-23 14:35:39.554767,0 days 00:00:29.741916,,,,attentive_featurizer,,378.0,attentive_featurizer,,184.0,,,,0.0022572306025036163,MPNN,128.0,,,AdamW,,,,robust,False,,168.0,FAIL
440,440,,2023-06-23 14:35:51.166628,2023-06-23 14:36:20.550207,0 days 00:00:29.383579,,,,attentive_featurizer,,389.0,attentive_featurizer,,176.0,,,,0.001999254115623824,MPNN,132.0,,,AdamW,,,,robust,False,,159.0,FAIL
441,441,,2023-06-23 14:36:31.831675,2023-06-23 14:37:01.510283,0 days 00:00:29.678608,,,,attentive_featurizer,,377.0,attentive_featurizer,,179.0,,,,0.0022433636188817266,MPNN,138.0,,,AdamW,,,,robust,False,,158.0,FAIL
442,442,,2023-06-23 14:37:13.117514,2023-06-23 14:37:42.425482,0 days 00:00:29.307968,,,,attentive_featurizer,,366.0,attentive_featurizer,,179.0,,,,0.0015969775360391448,MPNN,136.0,,,AdamW,,,,robust,False,,160.0,FAIL
443,443,,2023-06-23 14:37:51.682039,2023-06-23 14:38:21.627141,0 days 00:00:29.945102,,,,attentive_featurizer,,390.0,attentive_featurizer,,181.0,,,,0.0017430197641791225,MPNN,138.0,,,AdamW,,,,robust,False,,160.0,FAIL
444,444,,2023-06-23 14:38:32.814093,2023-06-23 14:39:02.142652,0 days 00:00:29.328559,,,,attentive_featurizer,,392.0,attentive_featurizer,,179.0,,,,0.0022450782409806427,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
445,445,,2023-06-23 14:39:13.847548,,,,,,attentive_featurizer,,,attentive_featurizer,,,,,,,MPNN,,,,,,,,robust,False,,,RUNNING
446,446,,2023-06-23 14:40:11.952617,2023-06-23 14:40:41.475851,0 days 00:00:29.523234,,,,attentive_featurizer,,373.0,attentive_featurizer,,176.0,,,,0.0022974813443782886,MPNN,137.0,,,AdamW,,,,robust,False,,159.0,FAIL
447,447,,2023-06-23 14:40:50.720779,2023-06-23 14:41:20.061330,0 days 00:00:29.340551,,,,attentive_featurizer,,392.0,attentive_featurizer,,182.0,,,,0.0024765850468850686,MPNN,127.0,,,AdamW,,,,robust,False,,155.0,FAIL
448,448,,2023-06-23 14:41:31.226110,2023-06-23 14:42:00.713954,0 days 00:00:29.487844,,,,attentive_featurizer,,378.0,attentive_featurizer,,167.0,,,,0.002238719350491461,MPNN,136.0,,,AdamW,,,,robust,False,,162.0,FAIL
449,449,,2023-06-23 14:42:12.204095,2023-06-23 14:42:41.634504,0 days 00:00:29.430409,,,,attentive_featurizer,,383.0,attentive_featurizer,,177.0,,,,0.0020001508492301255,MPNN,133.0,,,AdamW,,,,robust,False,,158.0,FAIL
450,450,,2023-06-23 14:42:52.885501,2023-06-23 14:43:22.463450,0 days 00:00:29.577949,,,,attentive_featurizer,,381.0,attentive_featurizer,,174.0,,,,0.0037621532945433457,MPNN,141.0,,,AdamW,,,,robust,False,,164.0,FAIL
451,451,,2023-06-23 14:43:33.668071,2023-06-23 14:44:03.282538,0 days 00:00:29.614467,,,,attentive_featurizer,,378.0,attentive_featurizer,,184.0,,,,0.002085439192334275,MPNN,134.0,,,AdamW,,,,robust,False,,160.0,FAIL
452,452,,2023-06-23 14:44:14.501856,2023-06-23 14:44:44.177178,0 days 00:00:29.675322,,,,attentive_featurizer,,378.0,attentive_featurizer,,178.0,,,,0.002284074192242083,MPNN,138.0,,,AdamW,,,,robust,False,,162.0,FAIL
453,453,,2023-06-23 14:44:55.729515,2023-06-23 14:45:25.215836,0 days 00:00:29.486321,,,,attentive_featurizer,,371.0,attentive_featurizer,,181.0,,,,0.0024392985469483975,MPNN,138.0,,,AdamW,,,,robust,False,,158.0,FAIL
454,454,,2023-06-23 14:45:34.550329,2023-06-23 14:46:03.968412,0 days 00:00:29.418083,,,,attentive_featurizer,,380.0,attentive_featurizer,,181.0,,,,0.001833010109284246,MPNN,130.0,,,AdamW,,,,robust,False,,157.0,FAIL
455,455,,2023-06-23 14:46:15.196266,2023-06-23 14:46:44.849732,0 days 00:00:29.653466,,,,attentive_featurizer,,376.0,attentive_featurizer,,177.0,,,,0.0023480769718830677,MPNN,136.0,,,AdamW,,,,robust,False,,161.0,FAIL
456,456,,2023-06-23 14:46:54.150259,,,,,,attentive_featurizer,,,attentive_featurizer,,,,,,,MPNN,,,,,,,,robust,False,,,RUNNING
457,457,31.525110146030784,2023-06-23 15:13:01.901426,2023-06-23 20:44:29.500828,0 days 05:31:27.599402,,,,attentive_featurizer,,,attentive_featurizer,,187.0,,,,0.002326068339876995,MPNN,114.0,,,AdamW,,,,robust,False,,160.0,COMPLETE
458,458,32.37935674190521,2023-06-23 20:44:39.281863,2023-06-24 06:27:48.620723,0 days 09:43:09.338860,,,,attentive_featurizer,,,attentive_featurizer,,67.0,,,,0.002115051395688154,MPNN,210.0,,,AdamW,,,,robust,False,,152.0,COMPLETE
459,459,27.972429460845888,2023-06-24 06:27:58.456324,2023-06-24 08:36:42.918565,0 days 02:08:44.462241,,,,attentive_featurizer,,,attentive_featurizer,,149.0,,,,0.0003852955755845261,MPNN,36.0,,,AdamW,,,,robust,False,,103.0,COMPLETE
460,460,81.96925342082977,2023-06-24 08:36:51.536332,2023-06-24 17:01:37.939762,0 days 08:24:46.403430,,,,attentive_featurizer,,,attentive_featurizer,,251.0,,,,0.0074010699045509104,MPNN,138.0,,,Adam,,,,robust,False,,171.0,COMPLETE
461,461,28.790634511504322,2023-06-24 17:01:47.242560,2023-06-24 21:45:49.011189,0 days 04:44:01.768629,,,,attentive_featurizer,,,canonical,,182.0,,,,0.001128535254774739,MPNN,108.0,,,AdamW,,,,robust,False,,134.0,COMPLETE
462,462,41.64377339556813,2023-06-24 21:45:58.210690,2023-06-25 10:48:41.867605,0 days 13:02:43.656915,,,,attentive_featurizer,,,attentive_featurizer,,36.0,,,,0.0030760266857402583,MPNN,191.0,,,AdamW,,,,robust,False,,214.0,COMPLETE
463,463,84.17969735339284,2023-06-25 10:48:51.199245,2023-06-25 15:58:14.666583,0 days 05:09:23.467338,,,,attentive_featurizer,,,attentive_featurizer,,201.0,,,,0.009395838947389318,MPNN,85.0,,,Adam,,,,robust,False,,177.0,COMPLETE
464,464,26.92179275630042,2023-06-25 15:58:23.877145,2023-06-25 19:10:41.625693,0 days 03:12:17.748548,,,,attentive_featurizer,,,attentive_featurizer,,255.0,,,,0.0013717220667234708,MPNN,54.0,,,AdamW,,,,robust,False,,154.0,COMPLETE
465,465,29.654803920537233,2023-06-25 19:10:50.343657,2023-06-26 00:21:01.064331,0 days 05:10:10.720674,,,,attentive_featurizer,,,attentive_featurizer,,210.0,,,,0.0018118737455785246,MPNN,84.0,,,AdamW,,,,robust,False,,172.0,COMPLETE
466,466,26.788804347161204,2023-06-26 00:21:10.186719,2023-06-26 01:32:47.735980,0 days 01:11:37.549261,,,,attentive_featurizer,,,attentive_featurizer,,218.0,,,,0.0008488426183351738,MPNN,81.0,,,AdamW,,,,robust,False,,41.0,COMPLETE
467,467,30.0947606517002,2023-06-26 01:32:56.891581,2023-06-26 04:18:15.466674,0 days 02:45:18.575093,,,,attentive_featurizer,,,attentive_featurizer,,143.0,,,,0.004054698351558988,MPNN,32.0,,,AdamW,,,,robust,False,,141.0,COMPLETE
468,468,31.964453474618495,2023-06-26 04:18:24.034672,2023-06-26 09:57:10.692880,0 days 05:38:46.658208,,,,attentive_featurizer,,,attentive_featurizer,,101.0,,,,0.0022700533646876557,MPNN,153.0,,,AdamW,,,,robust,False,,115.0,COMPLETE
469,469,5.410362705588341,2023-06-26 09:57:20.686698,2023-06-26 11:03:20.977910,0 days 01:06:00.291212,flatten,True,0.9734248826369722,attentive_featurizer,0.014521734660869257,506.0,canonical,,,0.016894825945446168,,238.0,0.0013786310122697837,GATv2,,4.0,6.0,AdamW,0.4931831098938593,512.0,True,robust,False,False,207.0,COMPLETE
470,470,,2023-06-26 11:03:30.316910,2023-06-26 18:15:10.847193,0 days 07:11:40.530283,,,,attentive_featurizer,,,attentive_featurizer,,224.0,,,,0.00036158878970049514,MPNN,256.0,,,AdamW,,,,robust,False,,234.0,FAIL
